,review,Total Star,Menu,Star_opt,Date,Output
47,항상 감사합니다 사장님 배달 안전히 다니세요,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
48,맛있어요 페리카나,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
49,사진을  깜빡늘 배달도  빠르고맛도 굿굿,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
50,맛있어요 또 주문할게요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
51,배달도 빠르고 맛있습니다 잘먹었어요,★★★★★,반반치킨/1(사이드 메뉴 추가(양념소스 작은컵（50g）)),"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
52,자알 먹었습니다,★★★★★,순살양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
53,빠르고 맛있고 또 시킬께요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
54,후라이드 양념 둘다 너무 맛있어요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
55,퇴근하고 주문했는데 치킨이 저보다 더 빨리 왔습니다 분만에 오더라구요 덕분에 맛있게 먹었습니다 역시 양념이 맛있네요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
56,잘 받았습니다 빠른 배송 감사합니다,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
57,맛있게 먹었습니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
58,잘먹었습니다 감사합니다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
59,맛있어요,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
60,년인생 태어나서 먹은 페리카나치킨 지점중에 제일맛있습니다저번에 시킬때도 그랬는데치킨오자마자 한입먹어보고맥주한캔만 사온게 너무 후회되네요부자되세요늘 사장님이 직접배달해주시는거 같은데너무 친절하세요,★★★★★,반반치킨/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
61,맛잇게 잘먹엇습니다아,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
62,맛잇게 잘먹엇슺니다아,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
63,요즘시대에 배달비없고 다른지역보더 기본적인 단가가 천원이 싼 독산점 최고입니다,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
64,너무 잘 먹었습니다 정말 좋아요,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
65,너무 맛있었습니다 굿,★★★★★,"마늘치킨/1(사이드 메뉴 추가(양념소스 큰컵（100g）,펩시콜라 1.25L))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
66,완전 맛있어요 페리카나난 항상 여기서만 시켜먹어요,★★★★★,"다리＋날개/1(사이드 메뉴 추가(양념소스 작은컵（50g）,치킨무))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
67,잘먹었습니다,★★★★★,순살양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,2.0
68,직접 배달하시는지 배달비도 없고 뜨끈뜨끈하게 옵니다 당당치킨이 핫하지만 페리카나는 다른 매력이 있어서 ㅋㅋ 후라이드가 특히 맛나요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
69,너무맛있어요 또시킬게요,★★★★★,다리＋날개 양념/1(사이드 메뉴 추가(펩시콜라 1.25L)),"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
70,맛있게 잘먹었습니다,★★★★,매운양념치킨/1,"
맛
★
4
양
★
4
배달
★
5
",2022년 8월,5.0
71,맛있게 잘 먹었습니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
72,맛있게 잘먹었습니다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,1.0
73,갑작스럽게 비가 와서 배달 늦어질것 걱정했는데 빠르게 전달해주셔서 감사합니다,★★★★★,순살양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
74, 다음부턴 배달 요청사항 꼭 확인해주세요씻고 있는데 전화 오길래 설마 배달원분인가 했는데 그후에 초인종 계속 울리는거보고 맞다싶었네요저 나올때까지 초인종 누르시길래 씻다 말고 나와서 문앞에 놓고 가시라고 했어요벨 누르고 문앞에 놓고 가시라고 요청사항 남겼는데 전화에다가 나올때까지 초인종에이건 아니죠 ㅡㅡ,★,반반치킨/1,"
맛
★
4
양
★
4
배달
★
1
",2022년 7월,5.0
75,이집 치킨 너무 맛있어요,★★★★★,다리＋날개/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
76,정말 잘 먹었습니다 늘 깔끔하고 맛도 있어서 시켜 먹게 됩니다덕분에 가족들과 즐거운 시간 보냈어요사장님 항상 감사합니다,★★★★★,다리＋날개/1(사이드 메뉴 추가(양념소스 큰컵（100g）)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
77,역시 양념은 페리카나만한데가 없어요 넘 맛있어요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
78,맛있습니다 다른 집 고민하고 계신다면 추천드립니다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
79,주문하고나서 몇분있다가 비가 너무 마니와서 배달오신분꺼 너무 죄송했네요그 와중에도 치킨은 진짜 맛났어요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
80,페리카나치킨 맛있어요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,2.0
81,날씨도 안좋아서 늦게올줄알았는데 엄청빨리와주시고 치킨도 맛나요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
82,맛있게 잘묵엇습니다요,★★★★★,매운양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
83,맛있게잘먹었습니다사진은 먹다가 찍었어요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
84,역시 치맥은 페리카나,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
85,맛있게 잘 먹었습니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
86,맛은 지점마다 아주 약간씩 차이가 있을 수 잇나봐요요기 완전 제스타일입니다 미각후각을 완전히 다시 찾으면또먹을래요ㅎㅎ,★★★★★,반반치킨/1(사이드 메뉴 추가(매운양념소스 큰컵（100g）)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
87,진짜 후라이드의 정석 양념치킨의 정석이에요 어릴때 부모님이 시켜주시던 그맛이라 너무맛있게먹었어요 배달비도 없고 앞으로 반반치킨은 무조건 이집에서 켜먹을꺼에요 사장님 번창하세요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
88,배달해주시는분도 너무 친절하시고 진짜 다 맛있게 먹었어요 양념은 페리카나 진짜 최고네요,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
89,배달기사님 친절하시고 예상시간 보다 빨리 와서 좋았어요 따뜻한 치킨 잘 먹었습니다 적게 일하고 많이 버세요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
90,배달  만족양  만족맛  맛있는데 조금 딱딱한 감이 있습니다오래된 느낌그래도 잘 먹었습니다,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
91,좋은시간 가졌습니다 ,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
92,치킨 상당하네요 ㅎㅎ,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
93,배달도 빨랐고 치킨도 너무나 맛있었습니다잘 먹었습니다,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
94,주에 꼭 한번은 시켜먹습니다 잘 먹었습니다,★★★★★,후라이드/1(사이드 메뉴 추가(양념소스 작은컵（50g）)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
95,맛있게 잘 먹었습니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,1.0
96,바삭한 튀김옷 후라이드가 너무 생각납니다 대박나세요 ㅠㅠ,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
97,늦은시간에 배달 감사합니다  혼자 먹으니 다음날에 먹어도 맛있어요 느끼하지도 않고 다음에 양념도전,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
98,매번 잘 먹어요 배달오시는 아주버님 친절하십니다,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
99,감사합니다 좋아요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
100,맛있습니다 배달원 분 늦었다고 미인해 하시길래 괜찮다고 말씀드렸습니다  미안해 하시는거에 비해 닭 완전 뜨겁습니다 번창하세요,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
101,맛있게 잘 먹었습니다다만 튀김옷이 좀 많았어요,★★★★,순살반반/1,"
맛
★
4
양
★
4
배달
★
4
",2022년 7월,5.0
102,맛있게 잘먹었습니다,★★★★★,매운양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
103,배달도 빠르고 항상 친절하시고 치킨도 맛있습니다,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
104,배달도 빠르고 항상 바삭하고 좋습니다 추천합니다,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
105,이번에 보내주신 치킨은 너무 부실하다는 생각이 가장먼저 떠올랐고 실망감이 들었던 것 같습니다 맛은 변함없이 훌륭했어요,★★★★★,반반치킨/1,"
맛
★
5
양
★
3
배달
★
5
",2022년 7월,5.0
106,맛있고 배달도 잘해주시고 친절하세요,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,2.0
107,잘 받았습니다 빠른 배송 감사합니다,★★★★★,반반치킨/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
108,레트로 페리카나 후반양반 겉바속촉 바삭하고 고소한 후라이드 촉촉한양념 직접배달해 주신 사장님 배달 연락주시고 맛도  굿 ,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
109,맛있게 잘 먹었습니다 무덥고 힘든시기에 힘내십쇼,★★★★★,"후라이드/1,페리치즈볼 5개/1","
맛
★
5
양
★
5
배달
★
4
",2022년 7월,5.0
110,사장님 너무 친절해요 맛도 최고에요 감사합니다,★★★★★,"반반치킨/1,페리치즈볼 5개/1","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
111,맛있게 잘 먹었습니다 가게 번창하세요,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
112,잘 먹엇습니다 반반 치킨이 제일 무난하고 좋아요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
113,먹다가ㅎㅎ 매운거 진짜 못먹는 아이가 있어서 치킨은 항상 페리카나입니다,★★★★★,후라이드/1(사이드 메뉴 추가(펩시콜라 1.25L)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,1.0
114,맛있게 잘 먹었습니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
115,잘 받았습니다 빠른 배송 감사합니다,★★★★★,간장치킨/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
116,맛있게 잘 먹었습니다,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
117,맛있는데 배달만 좀 빨랐으면ㅠㅠ,★★★★★,다리＋날개 양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
118,잘 받았습니다 빠른 배송 감사합니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
119,너무 맛있어요 ,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
120,좋아요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
121,맛있게 잘먹었습니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
122,맛도 좋고 배달도 빨라요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
123,배달이조금늦었지만괜찬습니다  식으면 따뜻하게 데우면되는것이고하니까요저는늘 긍정적입니다배달하시는 할아버지 건강하시를 기원합니다문의전화받으신 가게전화받으셨던사장님페리카나 사장님가족분들 건강을기원합니다코로나 인하여 저도 너무힘들고 한데먹으면서 돌아가신 엄마생각이납니다어머니월급날 딱한번 사주셔서 그렇습니다아무튼번창하세요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
124,맛있게잘먹었습니다ㅎ,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
125,맛 있습니 다 감 사 합니다,★★★,매운양념치킨/1,"
맛
★
4
양
★
4
배달
★
3
",2022년 7월,4.0
126,맛있게 잘 먹었습니다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
127,배달도 빠르고 페리카나 말해 무엇 짱,★★★★★,양념치킨/1(사이드 메뉴 추가(펩시콜라 1.25L)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
128,분 예정이었는데 분만에 도착했습니다 바로 튀긴 게 확실한 따뜻한 게 아니라 뜨거운 치킨을 헙헙헙 하면서 먹어댔네요 사진은 없습니다만 뭐 다들 아시죠 여기 치킨 좋은거 오늘도 잘 먹었습니다,★★★★★,반반치킨/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
129,항상 잘 먹고 있습미다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
130,이집 치킨 너무 맛있어요,★★★★★,후라이드/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
131,맛있게 잘 먹었습니다,★★★★★,순살양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
133,정말 맛있게 먹었습니다,★★★★★,핫데블치킨/1(사이드 메뉴 추가(펩시콜라 1.25L)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
134,빠른배달 너무 맛있게 먹었습니다레트로 치킨 최고봉양념이 너무 쎄지 않아 딱 좋았어요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
135,딱 바라던 호프집 치킨맛 넘 맛있었구요 배달은 피크타임이라 느리긴 했지만 따끈따끈 식지 않고 와서 맛있게 먹었습니다 살코기도 많고 맛있었어요 정성스런 요리와 배달 감사드립니다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
136,맛있게 잘먹었습니다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1(사이드 메뉴 추가(펩시콜라 1.25L)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
137,순살에 매운양념이 최고,★★★★★,순살후라이드/1(사이드 메뉴 추가(매운양념소스 큰컵（100g）)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
138,잘먹었습니다 ㅎㅎ,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
139,역시 양념하면 페리카나죠후라이드도 바삭한게 너무 맛있게 잘 먹었습니다오자마자 후다닥 먹느라 사진이 없네요ㅠㅠ양념은 치밥으로 먹고 후라이드는 소금에 찍어먹었어요 맛있는 치킨 감사합니다,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
140,후라이드는 페리카나죠,★★★★★,후라이드/1(사이드 메뉴 추가(양념소스 작은컵（50g）)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
141,너무 잘 먹었습니다ㅎ,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
142,오랜만에 제 입맛에 맞는 치킨을 발견했네요 왜 이제서야 페리카나를 생각하게 됐는지 의문이네요 정말 맛있게 먹었습니다 늦은 시간에도 친절하게 서비스해 주시고 빠른배달까지 감사합니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,1.0
143,배달도빠르고 친절하시고 치킨도 질좋은치킨이에요 맛있습니다 옛날치킨맛번창하세요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
144,맛있어용순살좋아해서 시켰는데 좋네용ㅎㅎ,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
145,너무 맛있어서 담에 또 주문할거에요,★★★★★,후라이드/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
146,빨리 가져다 주셔서 감사합니다콜라는 신경쓰지 마셔요ㅎㅎ,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
147,양념이시킬때마다 적음,★★,매운양념치킨/1,"
맛
★
2
양
★
3
배달
★
5
",2022년 6월,5.0
148,너무너무 맛있고 양도 많아요리뷰 잘 안쓰는 편인데 맛있어서 먹다말고 급히 사진 찍었어요이런 맛은 리뷰를 써줘야 하니까요ㅋㅋㅋ배달비도 안받으시고 좋아요 ,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
149,맛나게 잘먹었습니다ㅎ,★★★★★,순살양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
150,맛있습니다허나 양념을 아끼지않고 많이버무려 주시면 더욱좋을것같습니다,★★★★★,매운양념치킨/1,"
맛
★
4
양
★
5
배달
★
4
",2022년 6월,5.0
151,옛날 후라이드가 먹고싶은데 제가 딱딱한걸 못먹어서 부드럽게튀겨달라고했더니 진짜 너무 안딱딱하고 맛있게 해주셨어요ㅜㅜ덕분에 진짜 맛있게 잘먹었어요,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
152,맛나요 다음에도 시킬게요,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1(사이드 메뉴 추가(펩시콜라 1.25L)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
153,행사도 자주하고 맛도 좋습니다,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
154,치킨 넘 맛있고 앞으로 페리카나는 여기서 자주 시켜먹을것 같아용,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
155,잘먹었습니다 번창하세요,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
156,맛좋고 양 좋고 거기에  무료배달 쵝오,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
157,맛있었어요  페리카나는 역쉬양념,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,2.0
158,페리카나는 치킨 근본이죠,★★★★★,후라이드/1(사이드 메뉴 추가(양념소스 작은컵（50g）)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
159,페리카나 레트로 옛날 후라이드 양념치킨 맛 굿,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
4
",2022년 6월,4.0
160,비 많이 오는데 안전하게 배달해주셔서 감사합니다ㅠㅠ 빗길 안전운전하셔요,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
161,페리카나치킨이찾아왓아요 페리페리,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
162,양념치킨 최고고오오오오오,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
163,잘먹었습니다 감사합니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
164,맛있게잘먹었어요 또이용할게요,★★★★★,순살양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
165,맛있게 잘먹었습니다,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
166,맛있어요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
167,감사합니다 사장님 맛있게 잘 먹었습니다ㅎ,★★★★★,순살양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
168,맛있게 잘먹었습니다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1(사이드 메뉴 추가(펩시콜라 1.25L)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
169,배달도 빠르고 요청사항도 잘 반영해주시고 항상 잘 먹고 있습니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
170,맛있게 잘먹었습니다,★★★★★,순살양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
171,맛있습니다 배달비 무료 좋아요,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
172,후라이드가 진짜 옛날에 먹던맛이나서 너무 맛있었습니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
173,친절하게 전화주시고 잘 받았어요저렴하게 맛있게 잘 먹었어요 감사합니다,★★★★★,반반치킨/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
174,맛았게 잘먹었습니다,★★★★★,순살반반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
175,튀김이 가볍고 느끼하지않네요,★★★★★,순살후라이드/1(사이드 메뉴 추가(매운양념소스 큰컵（100g）)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
176,배달비 안 받는게 쉬운 게 아니실텐데 감사합니다 잘 먹었어요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
177,제 최애 페리카나 후반양반후라이드가 완전 빠삭해서 너무 좋아요 그리고 촉촉 페리카나 양념은 최고에용,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
178,맛있게 잘 먹었습니다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
179,기본에 충실한 맛 좋아요,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
180,자주 시켜먹는 집이에요 꼬들목 처음 시켰는데 맛있네요 마니파세욧,★★★★★,순살양념/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
181,양념순살 너무 좋아요식후감,★★★★★,양념치킨/1(사이드 메뉴 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
182,맛있게 잘먹었습니다,★★★★★,반반치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
183,잘 먹었습니다,★★★★,두마리치킨세트（후라이드＋양념치킨）/1(사이드 메뉴 추가(펩시콜라 1.25L)),"
맛
★
4
양
★
4
배달
★
5
",2022년 6월,4.0
184,맛있게 잘먹었습니다,★★★★★,두마리치킨세트（후라이드＋양념치킨）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,1.0
185,잘먹었습니다감사합니다,★★★★★,순살양념/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
