,review,Total Star,Menu,Star_opt,Date,Output
26,맛있게 먹었습니다,★★★★★,"닭다리반＋닭날개반/1(사이드 추가(네네스위틱),소스 추가(쇼킹핫소스))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
28,아이들이 잘먹었어요 닭다리만 있어서 좋아요 아이스크림도 감사합니다,★★★★★,닭다리/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
29,맛있어요 배달도 빨라요 양념은 역시 네네치킨,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반),사이드 추가(네네볼（치즈맛）))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
30,너무 맛있어요근데 파채 소스에 겨자 맛이 좀 쎄요,★★★★★,오리엔탈파닭/1(소스 추가(네네짜용 스위트갈릭맛)),"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
31,핫쇼킹 많이 맵습니다 맵찔이이신분 삼가 하세요 ㅎㅎ 너무너무너무 맛나요 크리피스한 후라이드 아이들이 좋아해요 맛있어요,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,쇼킹핫반))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
32,맛나게 먹었어요 감사합니다,★★★★★,순살오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
33,양많고 맛났다 ㅇㅈ ㅇㅇㅈ,★★★★★,순살청양마요치킨＋스팸튀김/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
34,맛있어요 서비스로 주신 치즈스틱도 맛있게 먹었어요,★★★★★,오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
35,맛있게 잘 먹었습니다,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,소이갈릭반))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
36,치킨은 좀 식어있고 반반인데 양차이가 너무 달랐어요,★,"순살 반반/1(반마리 선택(순살치즈스노윙반,순살핫블링반),음료 업그레이드(콜라1.25L 업그레이드))","
맛
★
3
양
★
2
배달
★
3
",2022년 8월,5.0
38,맛있게 잘 먹었습니다,★★★★★,순살/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
39,마싯게잘먹엇습니다,★★★★★,순살양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
40,소스랑 양파도 다른데다 많이 넣어주셨고 소스부어도 바삭바삭했어요,★★★★★,순살청양마요치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
41,간편하게 맥주 안주로 네네 순살만한게 없는 거 같네요,★★★★★,순살（핫）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
42,뜨끈뜨끈한게 먹기도 편하고 아주좋았습니다,★★★★★,"윙봉치킨（핫）/1,청양마요소스/1","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
43,맛있어용또시킬게용ㅎ,★★★★★,쇼킹핫치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
44,허겁지겁 먹다가 중간에 찍었어요 맛있습니아,★★★★★,순살오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,1.0
45,잘먹었습니다,★★★★★,"순살 반반/1(반마리 선택(순살후라이드반,순살양념반))","
맛
★
5
양
★
4
배달
★
5
",2022년 8월,5.0
46,너무 맛있게 잘먹었습니다ㅎㅎㅎ,★★★★★,"뼈 반반/1(반마리 선택(치즈스노윙반,양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
47,네네치킨간만에맛잇게잘먹엇습니당,★★★★★,"순살 반반/1(반마리 선택(순살치즈스노윙반,순살어니언스노윙반)),네네감자튀김/1","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
48,잘먹었습니다 다만 양파랑 청양마요 소스 치킨무를 빼고 배달해주셨네요 전화드려서 다시 배달해주셨는데 치킨무는 또 빠졌네요 ,★,청양마요치킨/1(사이드 추가(네네볶이)),"
맛
★
2
양
★
2
배달
★
1
",2022년 8월,5.0
49,국내산 순살이라 그런지 부드럽고 냄새가 없네요 치즈스틱은 감사합니다다음에는 매운 맛으로 도전,★★★★★,순살양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
50,배달도생각보다빨랐고기름깨끗한걸로튀긴맛이었어요맛있어요,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
51,항상 맛있게 잘먹고있습니다,★★★★★,오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
52,소스도 다양하고 파채 양도 많고 치킨도 바삭 너무 맛있어용 잘 먹었습니당,★★★★★,오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
53,가족 모두 맛있게 잘 먹었습니다,★★★★★,치즈스노윙/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
54,예전에 네네 시키면 아이스크림을 줘서 좋았는데 여기 매장에 아이스크림을 주니 넘 좋네요 ㅎㅎ,★★★★★,어니언스노윙/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
55,잘먹었습니다,★★★★★,순살오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
4
",2022년 8월,3.0
56,마싯게잘먹엇습니다 ,★★★★★,"뼈 반반/1(반마리 선택(크리미언반,핫블링반))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
57,고구마스틱 감사해요역시 네네치킨은 파닭이죠,★★★★★,오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
58,치킨이 바삭하고 간이 딱 맞아서 맛있어요 배달도 빠르고요 잘먹었습니다,★★★★★,닭다리반＋닭날개반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
59,치즈스노윙 처음 주문해봤는데 맛있네요,★★★★,치즈스노윙/1,"
맛
★
4
양
★
4
배달
★
3
",2022년 8월,5.0
60,매번 너무 맛있게 먹었는데 오늘 너무 식어서 왔어요 오늘은 좀 많이 느끼했어요,★★★★★,"후라이드/1,네네볼（치즈맛）/1","
맛
★
4
양
★
4
배달
★
2
",2022년 8월,5.0
61,양념이 정말 맛있어요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,1.0
62,핫블링 갈릭소이 오늘도 잘먹었습니다,★★★★★,"뼈 반반/1(반마리 선택(핫블링반,소이갈릭반))","
맛
★
4
양
★
5
배달
★
5
",2022년 8월,5.0
63,튀김도 바삭바삭하고 너무 맛있어요 또 주문할게요,★★★★★,"뼈 반반/1(반마리 선택(청양마요반,핫블링반))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
64,사진이 없지만 양도 다른 브랜드에 비해 많고 맛도 좋아요 배달이 엄청 빨라서 좋았습니다,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반),사이드 추가(네네미니핫도그))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
65,치킨이 바삭하고 고소해요 파 소스와 함께 먹으니 너무 맛있어요,★★★★★,오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
66,맛있어요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
67,맛있게 잘 먹었습니다,★★★★★,"순살 반반/1(반마리 선택(순살후라이드반,순살양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
68,맛있게 잘 먹었습니다치즈스위틱도 맛있었어요,★★★★★,순살오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
69,치킨 너무 맛있네요 이벤트도 감사합니다,★★★★★,순살/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
70,맛있게 잘 먹었습니다 ㅎㅎ 양이 많아서 두번에 나눠먹게되네요,★★★★★,순살청양마요치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
71,같은 위치인데 비어랑 같이 등록한곳은 배달비가 천원싼 기적,★★★★★,순살청양마요치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
72,맵찔이 아닌데 코찡마요는 쪼매 맵네요 와사비 좋아하면 좋아할만한 맛이에요 ㅎㅎ 맛있게 잘멋었숩니다,★★★★★,"뼈 반반반/1(반마리 선택(오리엔탈파닭반,소이갈릭반,코찡마요반))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
73,맛있어요 그런데 닭다리가 하나는 후라이드인줄 알았는데 둘 다 양념이네요,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반),소스 추가(양념소스))","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,5.0
74,처음 주문했는데 맛있었어요 ㅎ또 주문할게요,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반)),네네짜용 스위트갈릭맛/1","
맛
★
5
양
★
5
배달
★
5
",2022년 8월,4.0
75,역시 네네치킨 인기가 많네요 배달시간 분 굉장합니다그래도 네네는 파닭이죠  소스도많고 치킨도 맛있고 좋았습니다맛있어요 네네파닭은강추합니다,★★★★,"오리엔탈파닭/1(사이드 추가(치킨무)),치킨무/1","
맛
★
4
양
★
5
배달
★
4
",2022년 8월,4.0
76,생각보다 빨리 왔고 치즈스틱같은 거 주셨는데 맛있네요 아이스크림 주신 것도 신기ㅎㅎ,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반))","
맛
★
4
양
★
4
배달
★
5
",2022년 8월,5.0
77,배가 너무 불러서 리뷰를 못 남기겠  왜 먹어도 먹어도 양이 안 주는 겁니꽈 비 오는 날이라 배달 늦겠지 했는데 주문 분만에 도착 넘나 깨끗하게 튀겨진 치킨과 싱싱한 파채 파닭소스랑 양념 머스터드 소스까지 곁들여 야무지게 먹었습니다 먹은만큼 남아 락앤락에 고이 모셔두었습니다 인 닭을 못하다니 자존심에 스크래치 생긴 하루입니다 식후감,★★★★★,순살오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
78,배달 빠르고 기본중의기본 후라이드가 넘 맛있네요 반반메뉴있어서 소이까지 잘먹었어요,★★★★★,"순살 반반/1(반마리 선택(순살후라이드반,순살소이갈릭반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
79,맛있게 잘 먹었습니다,★★★★★,"순살 반반/1(반마리 선택(순살오리엔탈파닭반,순살쇼킹핫반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
80,잘먹었습니다아아아아,★★★★★,순살찐비빔치킨＋진비빔면（1봉）세트/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
81,빨리 받아서 맛있게 먹었어요,★★★★★,"레드마요치킨/1,순살 반반/1(반마리 선택(순살후라이드반,순살소이갈릭반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
82,맛있게 잘먹었습니다,★★★★★,순살（핫）/1(사이드 추가(네네맥앤치즈볼)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
83,맛있게 먹었습니다,★★★★★,"닭다리반＋닭날개반/1(사이드 추가(네네스위틱),소스 추가(쇼킹핫소스))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
84,빠른배송따뜻한온기  부드럽고촉촉한 맛 항상 다리날개 콤보만먹습니다 매번 맛있어서 만족합니다,★★★★★,닭다리반＋닭날개반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
85,배달도 빠르고 음식도 맛있어요,★★★★★,"순살 반반/1(반마리 선택(순살후라이드반,순살양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
86,동네에 있는데 깨끗하고 맛있고 좋아요,★★★★★,순살오리엔탈파닭＋초코볼/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
87,맛있게 배불리 잘 먹었습니다,★★★★★,"순살 반반/1(반마리 선택(순살후라이드반,순살레드마요반),음료 업그레이드(콜라1.25L 업그레이드))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
88,맛있게 잘 먹었습니다,★★★★★,순살오리엔탈파닭＋초코볼/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
89,순살 파닭 먹기 편하고 맛있어요,★★★★★,순살오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
90,치킨은 네네치킨이 맛있어요 ,★★★★★,"순살 반반/1(반마리 선택(순살레드마요반,순살양념반),소스 추가(레드마요소스))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,1.0
91,요청한대로 다해주시고 좋습니다 잘먹었습니다 자주얘용해야겠네요,★★★★★,"뼈 반반/1(반마리 선택(소이갈릭반,양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
92,맛있게 먹었어요 배달도 빠르고 좋아요,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
93,맛나고배달도빠르네요식후감,★★★★★,매콤치즈스노윙/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
94,배달시간  좋아요 양도 맛도  좋았어요,★★★★★,후라이드/1(사이드 추가(네네감자튀김)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
95,시즈닝 넉넉하게 뿌려주셔서 좋아요 맛있게 잘 먹었습니다ㅎㅎ,★★★★★,순살치즈스노윙/1(소스 추가(네네짜용 스위트갈릭맛)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
96,배달음식 처음 주문해보네요아기들이 아이스크림을 더 좋아하네요 ㅎㅎ빠른 배송 고맙습니다,★★★★★,"양념치킨/1,후라이드/1,콜라1.25L 업그레이드/1","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
97,네네 정말 오랜만에 먹었는데 역시 네네좋네요크리미언 맛있어용,★★★★★,순살크리미언치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
98,맛있게 잘 먹었습니다,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
99,맛있게 잘 먹었습니다,★★★★★,순살（핫）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
100,배달도빠르고 요청도 잘들어주셔서 고맙습니다,★★★★★,순살/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
101,너무 맛있습니다 담에 또시켜먹을게요,★★★★★,쇼킹핫치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
102,배달도 빠르고 맛있어요,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
103,잘먹었어요 잘먹었어요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
104,맛있게 잘 먹었어요 번창하세요,★★★★★,순살오리엔탈파닭/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
105,맛있는 치킨 만족하고 먹었고 재주문 ,★★★★★,쇼킹핫치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
106,서비스 라고 주신 양념소스 별로예요 ㅠㅠ 간장소스는 짜지 않고 맛있어요,★★★★,"뼈 반반/1(반마리 선택(후라이드반,소이갈릭반))","
맛
★
3
양
★
4
배달
★
5
",2022년 7월,4.0
107,진짜 맛있어요ㅜㅜ 소이갈릭이 양이 좀 적더라구용ㅠㅠ,★★★★★,"순살 반반/1(반마리 선택(순살매콤치즈스노윙반,순살소이갈릭반))","
맛
★
5
양
★
4
배달
★
5
",2022년 7월,5.0
108,궁금해서 먹었는데 네네는 파닭이죠 ㅋㅋㅋ,★★★★★,코찡마요치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
109,역시 크리미언 스노윙도 진짜 오랜만에 시켜본 건데 맛있었어요,★★★★★,"뼈 반반/1(반마리 선택(치즈스노윙반,크리미언반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
110,치킨도 맛있고 서비스로 주신 스틱도 맛있어요 청양마요치킨 강추합니다 ,★★★★★,청양마요치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
111,맛있게 잘 먹었습니다,★★★★★,윙봉치킨（핫）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
112,이 양과 맛 그리고 스틱 서비스에 아이스크림까지 이게 뭔일인가요 굿콜라도 굿 어제 큐는 최악인데 네네 최고,★★★★★,후라이드（핫）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
113,원래맛있는데 배달 늦지않게와서 더 맛있게먹었어요,★★★★★,"순살 반반/1(반마리 선택(순살후라이드반,순살양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
114,맛있었습니다 양념이 많이 달지않아서 좋았어요 서비스도 감사합니다,★★★★★,순살양념치킨/1(사이드 추가(치킨무)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
115,맛있습니다 역시 네네,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
116,맛잇게 잘 먹엇습니다,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
117,바삭하고 맛있네요 코찡마요 소스는 생각보다 와사비 맛이 강해요 ㅎㅎ 얼얼합니다,★★★★★,코찡마요치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,4.0
118,양 많구 맛있어요,★★★★★,"뼈 반반/1(반마리 선택(레드마요반,치즈스노윙반),소스 추가(청양마요소스))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
119,청양마요 짱,★★★★★,순살청양마요치킨/1(소스 추가(코찡마요소스)),"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
120,양념치킨을 좋아하는데 네네치킨양념이 제일맛있는것 같아요,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
121,맛있습니다 양또많습니다,★★★★★,"순살양념치킨/1,뼈 반반/1(반마리 선택(후라이드반,양념반)),네네볶이/1,네네감자튀김/1,치킨무/2","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,3.0
122,네네 치킨 떡볶이 시장떡볶이 같고 맛있었어요,★★★★,"어니언스노윙/1(사이드 추가(네네맥앤치즈볼)),후라이드/1(사이드 추가(네네볶이),음료 업그레이드(사이다1.25L 업그레이드))","
맛
★
4
양
★
4
배달
★
4
",2022년 7월,5.0
123,맛있습니다 하하하하,★★★★★,"순살 반반/1(반마리 선택(순살소이갈릭반,순살양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 7월,1.0
124,양이 엄청 푸짐해요 맛있게 잘먹었습니다 ,★★★★★,양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 7월,5.0
125,따끈따끈하게 잘 도착했어요고맙습니다,★★★★★,"순살 반반/1(반마리 선택(순살후라이드반,순살양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
126,닭다리만 먹는 아이들에 딱이네요식후감,★★★★★,닭다리/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
127,리뷰 이벤트 깜빡하고 못찍었지만 맛있게 잘 먹었습니다,★★★★★,"순살오리엔탈파닭/1,순살 반반/1(반마리 선택(순살후라이드반,순살양념반)),순살 반반/1(반마리 선택(순살치즈스노윙반,순살쇼킹핫반))","
맛
★
3
양
★
3
배달
★
4
",2022년 6월,5.0
128,맛잇어요  배달두 빨으구요 ,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
129,맛있게 잘 먹었습니다,★★★★★,"뼈 반반/1(반마리 선택(매콤치즈스노윙반,양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
130,저녁 한끼 해결했어요 너무 애들이  맛있게 잘 먹었다고 하네요 다양하게 시킬수 있어 각자 취향대로 먹어 좋아하네요,★★★★★,"뼈 반반반/1(반마리 선택(후라이드반,치즈스노윙반,양념반),사이드 추가(네네감자튀김))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
131,너무 맛있어요,★★★★★,쇼킹핫치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
132,식후감매콤하니맛잇네요,★★★★★,매콤치즈스노윙/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
133,맛있어요,★★★★★,순살양념치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
134,느끼함을 싹 잡아주는 별미,★★★★★,순살코찡마요치킨＋네네맥앤치즈볼/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
135,잘 먹었습니다 ,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반),사이드 추가(네네감자튀김))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
136,파많아서 좋아요 맛있게 잘먹었습니다,★★★★★,"순살 반반/1(반마리 선택(순살오리엔탈파닭반,순살네네마늘치킨반),소스 추가(양념소스))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,1.0
137,마늘치킨도 파닭처럼 소스가 별도로 오네요 전 닭강정 같은 느낌일꺼라 생각하고 반반으로 주문했는데 혼자만의 착각 ㅎㅎ소스맛은 다르지만 느낌이 비슷해 한마리 먹는 기분 그래도 맛있게 잘 먹었어요,★★★★★,코찡마요치킨＋네네맥앤치즈볼/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
138,코찡먹는 내내 코가 찡해서맛있네요,★★★★★,코찡마요치킨＋네네볼/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
139,소스가 너무 강해서 코찡뿐만 아니라 머리까지 찡한 느낌이 아찔하네욧조금 더 약해도 좋을 뻔 했어요치킨은 바삭하게 맛있게 먹었어요,★★★★,"순살치즈스노윙/1,후라이드/1","
맛
★
4
양
★
4
배달
★
4
",2022년 6월,5.0
141,맛있게 잘먹었습니다 리뷰스틱 첨 먹었는데 맛있네용,★★★★★,"닭다리/1(사이드 추가(네네볶이),소스 추가(오리엔탈파닭소스))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
142,튀김정도 맛 배달속도 나무랄게없습니다,★★★★★,"순살/1(음료 업그레이드(콜라1.25L 추가),소스 추가(레드마요소스,살사소스))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
143,맛있게 먹었습니다,★★★★★,"뼈 반반/1(반마리 선택(오리엔탈파닭반,쇼킹핫반))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
144,진짜 코찡 맛있어요 또 먹을 예정,★★★★★,"닭다리/1,맥주1000cc/1","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
145,순살은 네네가 제일인듯요새 부쩍 더 자주 시키네요 ㅋㅋ,★★★★★,후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
146,맛있긴 했는데 조금 닭냄새가 난거 같았어요그래도 후라이드 바삭하고 배달도 빨리 오고 좋았습니다,★★★★★,어니언스노윙/1,"
맛
★
3
양
★
4
배달
★
4
",2022년 6월,5.0
147,배달도 빠르고 맛있게먹었습니다,★★★★★,코찡마요치킨＋네네볼/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
148,너무 너무 너무 맛있었어요,★★★★★,"뼈 반반/1(반마리 선택(후라이드반,양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
149,감사히 잘받았습니다잘먹을게요,★★★★★,"순살 반반/1(반마리 선택(순살크리미언반,순살양념반))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
150,배달 빠르고 맛있어요,★★★★★,윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
151,잘 먹었습니다 또 주문할게요,★★★★★,윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 6월,4.0
152,너무 맛있었습니다,★★★★★,"순살 반반반/1(반마리 선택(순살후라이드반,순살크리미언반,순살양념반),사이드 추가(네네맥앤치즈볼))","
맛
★
5
양
★
5
배달
★
5
",2022년 6월,5.0
153,집코앞 뛰어가면 진짜 분거리 배달비 너무아깝 포장은 왜안되는지맛은 있는데 이제는 안시킬듯,★★★,순살코찡마요치킨＋네네맥앤치즈볼/1,"
맛
★
4
양
★
4
배달
★
3
",2022년 6월,5.0
154,배달빠르고 치킨 잘먹었습니다,★★★★★,닭다리/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 5월,5.0
155,맛있게 잘 먹었어요,★★★★★,닭다리반＋닭날개반/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 5월,4.0
156,배달도 빨랐고매우맛나게 먹고있어용 ,★★★★★,순살소이갈릭치킨＋네네맥앤치즈볼/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 5월,5.0
157,감사합니다 잘 먹었어요,★★★★★,순살치즈스노윙＋네네맥앤치즈볼/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 5월,2.0
158,배달 완전 빠르고 치킨도 바삭하니 맛있었어요,★★★★★,순살크리미언치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 5월,5.0
