,review,Total Star,Menu,Star_opt,Date,Output
24,느므 맛있어요 ㅋ ㅋ ㅋ,★★★★★,자메이카통다리구이＋황금알치즈볼/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
26,역쉬 요기가 젤로 맛나는거 같아요다른지점 하고 맛이 달라요 ㅎㅎ,★★★★★,황올한 깐풍순살/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
27,다른 체인점에 비해 더 맛있네요 치킨도 잘 튀겨서 넘 맛있게 먹었어요순식간에 먹어 사진을 못 찍었네요,★★★★★,황금올리브치킨순살/1(추가메뉴(양념소스추가)),"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
28,황금올리브는 진리에요,★★★★★,핫황올 블랙페퍼 순살/1(추가메뉴(케이준감자)),"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
29,진짜 맛있게 먹었습니다,★★★★★,황금올리브치킨순살양념/1,"
맛
★
5
양
★
3
배달
★
3
",2022년 3월,5.0
30,맛있게 먹었습니다,★★★★★,황금올리브치킨순살양념/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
31,배달빠르고 푸짐맛있어요,★★★★★,황금올리브치킨순살/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
32,급히 먹느라 리뷰를 ㅠㅠ 맛잇고 배달 빨라요,★★★★★,황금올리브닭다리/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,4.0
33,맛잇어요배달도 빠르고굿굿,★★★★★,핫황금올리브 크리스피/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,4.0
34,금천구 비비큐는 여기,★★★★★,오리지날 양념치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
35,옛날에 먹었던 양념치킨이 먹고 싶어서 주문했는데 옛날맛 그대로네요 맛있게 잘 먹었습니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
36,양도많고 너무 맛있어요,★★★★★,"순살크래커/1,황금올리브닭다리（반반）/1","
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
37,늘시켜먹는늘맛좋인요,★★★★★,오리지널 콤보반반（황금올리브＋크리스피）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
38,짱 맛잇어요 ㅎ ㅎ ㅎ,★★★★★,오리지널 콤보반반（황금올리브＋크리스피）/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
39,짱 맛잇어요 ㅋ ㅋ ㅋ,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
4
배달
★
0
",2022년 3월,5.0
40,비비큐맛집 많이파세요,★★★★★,"파더s갈릭（한마리）/1,다리가 두개 더 세트SET 5/1,BBQ소떡/1","
맛
★
5
양
★
5
배달
★
5
",2022년 2월,5.0
41,너무 너무 스모크닭 맛나요,★★★★,자메이카통다리구이＋황금알치즈볼/1(추가메뉴(고구마치즈볼)),"
맛
★
4
양
★
4
배달
★
5
",2022년 3월,5.0
43,다른 브랜드  치킨보다  맛이 훨씬  탁월헤 맜있다,★★★★★,황금올리브닭다리/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
44,맛있고 배달도 옴청 빨랏어용,★★★★★,"핫황올 레드착착 닭다리/1,황금올리브닭다리/1","
맛
★
5
양
★
5
배달
★
5
",2022년 2월,5.0
45,배달료가 안착하지만ㅠ맛잇으니 별다섯개ㅎ,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
46,맛있게  잘 먹었습니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 2월,5.0
47,항상잘머고잏어요  감사합니다,★★★★★,오리지널 콤보반반（황금올리브＋레드착착）/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
48,잘 먹었습니다 독산시흥점이 먹어본 비비큐 중에 제일 맛 있어요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 2월,5.0
49,잘 먹었습니다 독산시흥점이 먹어본 비비큐 중에 제일 맛 있어요,★★★★★,황금올리브속안심/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
50,잘먹었습니다맛있구 양많고 최고네요,★★★★★,황금올리브닭다리/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 2월,5.0
51,맛있게 잘 먹었습니다 ㅎㅎㅎㅎㅎㅎ,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
52,반반치킨 바삭하고 따뜻하고 맛있어요,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 1월,2.0
53,치킨 잘 먹었습니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
54,깔끔하고 맛있었어요,★★★★★,"파더s치킨한마리（와사비）/1,코카-콜라 500ml/1","
맛
★
5
양
★
5
배달
★
0
",2022년 1월,5.0
55,ㄷ,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
56,치킨중에서 젤 맛있는 것 같아요 빠삭함도 좋구 기름도 깨끗한 느낌  정말 깨끗한 기름을 쓴 느낌 맛있어요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 1월,4.0
57,야식은 역시 치킨이죠 올리브치킨 잘 먹었습니다다음에 또 주문할께요,★★★★★,오리지널 콤보반반（황금올리브＋찐킹소스）/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
58, 이제 독산시흥본점에서만 주문할래요따뜻하고 바삭하고고소하고 너무너무 맛있어요찐킹소스는 처음인데 적당히 매콤달콤육질도 신선하고 부드럽고 정말 맛있게 잘 먹었습니다요청사항도 잘 들어주시고 단골할께요,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 1월,5.0
59,집이랑 가까워서 자주 이용하는데 먹을때마다 맛있네요 ㅎㅎ,★★★★★,황올한 깐풍치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2022년 1월,5.0
60,세상에 진짜진짜 깐풍 꼭 시켜드세요무슨 요리가왔어요 최고 술안먹으려했는데 맥주필,★★★★★,황금올리브반반＋황금알치즈볼/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 3월,5.0
61,비비큐는 언제나 맛있어요항상 만족스러워요,★★★★★,핫황금올리브 크리스피/1,"
맛
★
5
양
★
5
배달
★
5
",2022년 1월,5.0
62,맛있어요맛있어요맛있어요,★★★★★,황금올리브핫윙/2,"
맛
★
5
양
★
5
배달
★
0
",2022년 3월,5.0
63,쿠폰땜에 바쁘실텐데 분만에 오고 맛나게 잘 묵었습니다 수고하시고 사업 번창하세요ㅡ,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
64,맛있었는대 머리카락한개 나와서 별하나뺐어요,★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
65,맛 배달 서비스 모두 좋습니다,★★★★★,황금올리브닭다리/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,4.0
66,따뜻하고 맛있게  잘먹었어요 ,★★★★★,핫 황금올리브 콤보반반（크리스피＋찐킹소스）/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
67,일반 양념보다 매워서 더 맛있네요,★★★★,황금올리브（반반）/1,"
맛
★
4
양
★
5
배달
★
0
",2021년 12월,5.0
68,잘먹었는데 닭크기가 너무 컸어요 ㅠ 조그맣게 자르면좋을거같아요,★★★★★,황금올리브＋콜라1.25/1,"
맛
★
3
양
★
3
배달
★
0
",2021년 12월,5.0
69,이번에도 맛있게 잘 먹었어요,★★★★,핫황금올리브 크리스피/1,"
맛
★
4
양
★
4
배달
★
4
",2021년 12월,5.0
70,배달도 빠르고 너무 맛있게 먹었어요,★★★★★,황금올리브치킨/1(추가메뉴(양념소스추가)),"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
71,바싹한 황금 올리브 치킨은 언제 먹어도 맛있어요,★★★★★,황금올리브닭다리/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
72,맛도좋고 배송도 빠르고 만족합니다,★★★★★,"핫황금올리브 크리스피/1,황금올리브치킨순살/1","
맛
★
5
양
★
5
배달
★
5
",2021년 12월,4.0
73,맛잇어요 아이가 좋아해요,★★★★★,"황금올리브닭다리/1,소주/1","
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
74,식후감 맛있게 잘 먹었습니다,★★★★★,"체고치 순살/1,BBQ소떡/1","
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
75,조금 짜긴 했지만 잘 먹었습니다,★★★★★,핫황금올리브 크리스피/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
76,항상 제일 바삭하고 양도 많아요핫후라이드는 조각이 작아서 먹기도 좋죠,★★★★★,극한왕갈비치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
77,양념이 충분히 묻어있어서 맛있게 먹었어요,★★★★★,황금올리브닭다리/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
78,겉바속촉의 진정한 치킨을 맛본것같아 너무 감사합니다 잘 먹었습니다,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
79,잘먹었습니다 ,★★★★★,황금올리브속안심/1,"
맛
★
5
양
★
4
배달
★
0
",2021년 12월,5.0
80,황금올리브 속안심텐더  바삭하고 맛있어요,★★★★★,오리지널 콤보반반（황금올리브＋크리스피）/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
81,역시 치킨은 비비큐죠 바삭하고 기름도 깨끗하고 넘 맛있어요 직원분들도 넘 친절하시고 대박나세요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
82,첨으로 포장햇는데 배달보다 낫네요 뜨끈 뜨끈닭도 크고이벤트 가격으로 저렴하게 먹었음에도 닭이 큼직큼직식사중에 방문했는데 저 들어가니까 바로 마스크 착용해주시는 것도 너무 좋았어요믿고 먹으셔도 될 것 같네요 ㅎㅅㅎ,★★★★★,"황금올리브닭다리/1,코카-콜라 500ml/2","
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
83,너무너무 맛있는 치킨입니다또 먹고싶다 ㅠㅠ,★★★★★,"황금올리브닭다리/1,순살크래커/1","
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
84,맛나요맛나요맛나요 ㅎㅎ 맛나요맛나요맛나요,★★★★★,오리지널 콤보반반（황금올리브＋찐킹소스）/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
85,맛있었어요 후라이드가 맛있어요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
86,변함 없이 똑같아요맛나게 먹었어요,★★★★,체고치 순살/1,"
맛
★
4
양
★
4
배달
★
4
",2021년 12월,5.0
87,이거 예술이네요 일단 드셔보시면 알아요직접 가서 먹으려고여 화이팅,★★★★★,황금올리브닭다리/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
88,식후감 맛있게 잘 먹었습니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
89,바삭 바삭 맛있어요,★★★★★,황올한 깐풍순살/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
90,행복해지는맛 정말 맛나영 긍데 전부 부드러운 부위면 좋겠는데 아니라서 아쉬워요,★★★★★,핫황금올리브 크리스피/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
91,맛있게 잘 먹었습니다,★★★★★,"황금올리브닭다리/1,순살크래커/1","
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
92,맛나요 늘 먹는 곳이에요,★★★★★,황금올리브속안심/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
93,치킨 속살 부드럽고 맛있어요,★★★★★,황올 엉치치킨 8조각/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
94,비비큐 독산시흥본점 믿고 먹어요친절하셔서 자주 이용합니다,★★★★★,핫황금올리브 크리스피/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
95,항상 바삭하고 고소하고 매콤하고한결같은맛 맛있어요,★★★★,"황금올리브치킨/1,오리지날 양념치킨/1","
맛
★
4
양
★
4
배달
★
0
",2021년 12월,5.0
96,맛잇어요 역시 황올,★★★★★,황금올리브닭다리/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
97,맛있게 먹었어요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
98,맛있고 배달 빠릅니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
99,잘먹었어요직원분도 친절 하시네요,★★★★★,황금올리브속안심/1(추가메뉴(볼케이노핫소스)),"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
100,맛있게 잘 먹었습니다,★★★★★,핫황올 찐킹소스 순살/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
101,맛있게 잘먹엇습니다,★★★★★,황금올리브닭다리/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
102,식후감 맛있게 잘 먹었습니다 번창하세요,★★★★★,"황금올리브치킨/1(추가메뉴(비비소스추가)),코카-콜라 1.25L/1","
맛
★
5
양
★
5
배달
★
5
",2021년 12월,5.0
103,포장주문했는데 사장님도 친절하시고 맛있었어요,★★★★★,치즐링＋황금알치즈볼/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
104,맛잇게잘먹엇습미다 헤헤,★★★★★,핫황금올리브 크리스피/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
105,항상 맛있는데 오늘은 너무 기름졌어요,★★★★,황금올리브（반반）/1,"
맛
★
4
양
★
5
배달
★
0
",2021년 12월,1.0
106,맛있습니다 감사합니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 12월,5.0
107,크기도 큼직큼직하고엄청 맛있네요,★★★★★,황금올리브양념＋콜라1.25/1(추가메뉴(황올한닭발튀김)),"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
108,포장하러 갔는데 아져씨가 인사드려도 무시하고 묻는 말에 대답도 안하고굉장히 불친절 함 불쾌한 상태에서 치킨을 먹으니 맛도 별로네요그냥 다른 곳에서 먹을게요,★,"체고치 순살/1,케이준감자/1,스파클링레몬보이/1","
맛
★
1
양
★
1
배달
★
0
",2021년 11월,5.0
109,역시 맛있네요 할인해서 잘 먹었습니다,★★★★★,핫황금올리브 크리스피/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
110,바삭하고 너무 맛있어요 좋아요또주문할께요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
111,너무 파삭하고 맛있다능,★★★★★,핫황올 블랙페퍼 순살/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
112,항상 맛나게 먹고있습니다,★★★★★,"황금올리브치킨순살양념/1(추가메뉴(스파클링레몬보이)),황금알치즈볼/1,BBQ닭껍데기/2","
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
113,비비큐 양념맛 너무 좋아합니당황금알치즈볼은 좀 작아진 것 같아서 아쉽지만 맛있었어요,★★★★★,황금올리브치킨/2,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
114,정말 맛있게 잘먹었어요배달도 빠르구요 또 시켜먹을게요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
115,잘 먹었습니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
116,넘나 마순있는 것ㅎ,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
117,잘 먹었습니다 감사합니다,★★★★★,핫황금올리브 블랙페퍼/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
118,잘 먹었습니다 감사합니다,★★★★★,오리지날 양념치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
119,잘 먹었습니다 감사합니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
120,잘 먹었습니다 감사합니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
121,맛있게 잘 먹었습니다,★★★★★,황금올리브（반반）/1(추가메뉴(BBQ 모듬볼 6개)),"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
122,너무 맛있게 잘 먹었습니다맛있었고 배달도 괜찮았고 바삭 해서 너무 좋았어요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
123,이번에도 너무 맛있게 먹었어요,★★★★★,핫황금올리브 블랙페퍼/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
124,잘먹었습니다,★★★★★,"황금올리브닭다리/1,코카-콜라 1.25L/1","
맛
★
5
양
★
5
배달
★
0
",2021년 11월,4.0
125,진짜맛있어영 ㅎㅎㅎㅎ 꺄아,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
126,잘먹었어요잘먹었어요,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
127,근래 먹었던 양념치킨 중에 제일 맛있었어요 후라이드는 맛이 약간 아쉬웠지만 전체적으로 닭고기가 싱싱한 닭고기 같아요 자주 시켜먹을 것 같습니다,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
4
배달
★
4
",2021년 11월,5.0
128,맛있게 잘먹었습니다,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
129,너무 배고파서 한 입 베어먹고나서 찍었네요너무 친절하게 응대해주셔서 감사해서 리뷰남깁니다치킨 체인점들 맛 거의 비슷한데친절에 감사해서 자주 주문하고 싶습니다즐거운 추석 연휴 보내세요 사장님,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,4.0
130,요기요 이벤트로 포장 주문했습니다 역시 답게 맛있었습니다 ㅎㅎ,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
131,너무 맛있어서 그만 사진 남기는걸 잊었네요시간맞춰서 준비돼서 좋아요,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
132,그냥 먹을만 했습니다,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
133,양이조금아쉽긴하지만그래도맛나요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
3
배달
★
3
",2021년 11월,4.0
134,맛있게 잘 먹었슴니다 기름냄새도 안나고 좋네요 염지가 조금 매운데 이건 비비큐 특유의 맛이라 ㅎㅎ,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
135,맛있게 잘 먹었어요,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
136,맛있게 먹었어요 다 좋은데 배달하시는 분이 친절하진 않아도 너무 쌀쌀 맞진 않으셨으면 좋겠어요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
137,맛있게 잘먹었습니다,★★★★★,핫황금올리브 블랙페퍼/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
138,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,★★★★★,황금올리브（반반）/1,"
맛
★
3
양
★
5
배달
★
4
",2021년 11월,1.0
139,잘먹었습니다 언제나 한결같은 맛,★★★★,황금올리브（반반）/1,"
맛
★
4
양
★
4
배달
★
0
",2021년 11월,5.0
140,바삭바삭 잘 먹었어요,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
141,조각 요청사항은 안되네요,★★★★★,"황금올리브치킨/1,순살크래커 소스추가/1","
맛
★
4
양
★
5
배달
★
0
",2021년 11월,5.0
142,맛있었어요 역시 기본 후라이드는 비비큐,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,4.0
143,맛있었어요맛있었어요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 11월,5.0
144,맛있ㅇ어요 ㅋㅋㅋㅋㅋ캐,★★★★★,황금올리브치킨/1(추가메뉴(양념소스추가)),"
맛
★
5
양
★
5
배달
★
5
",2021년 11월,5.0
145,천원 추석할인 중이라 그런건지 한입 베어물었는데 기름기가 너무 많아서 너무 축축한 식감이었어요 고기에 기름이 너무 많았습니다 축축했어요,★★★,"황금올리브치킨/1,황금올리브（반반）/1","
맛
★
1
양
★
5
배달
★
4
",2021년 10월,5.0
146,역시 비비큐할인되서 두마리시켜서 저녁해결중예요역시 파삭파삭 맛있어요양념도 안매워서 애들 먹기 좋구요,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 10월,5.0
147,배달도 빠르고 맛있어요 후라이드가 바삭하네요,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 10월,5.0
148,최고에요 맛있게 잘 먹었어요,★★★★★,핫황금올리브 블랙페퍼/1,"
맛
★
5
양
★
5
배달
★
0
",2021년 10월,5.0
149,배달이 좀 늦어서 그런가 더 맛있게 먹었네요,★★★★,황금올리브치킨/1,"
맛
★
4
양
★
4
배달
★
1
",2021년 10월,5.0
150,잘먹었어요,★★★★,황금올리브（반반）/1,"
맛
★
4
양
★
4
배달
★
0
",2021년 10월,5.0
151,굿,★★★★★,체고치＋크림치즈볼＋레몬보이2캔/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 10월,5.0
152,오 맛나요 체고임돠,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 10월,5.0
153,식지 않고 뜨겁게 맛있게 잘 먹었어요 굳굳,★★★★★,황금올리브치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 10월,5.0
154,잘먹었습니당,★★★★★,"핫황금올리브 블랙페퍼/1(추가메뉴(비비소스추가,양념소스추가)),코카-콜라 1.25L/1","
맛
★
5
양
★
5
배달
★
5
",2021년 10월,5.0
155,맛있어요 원래 비비큐 넘 퍽퍽해서 안시키는데 여긴 되게 부드럽고 좋았어요  친절하시고 좋아요,★★★★★,황금올리브（반반）/1,"
맛
★
5
양
★
5
배달
★
5
",2021년 10월,5.0
156,역시 비비큐는 후라이드,★★★★,"오리지날 양념치킨/1,코카-콜라 1.25L/1","
맛
★
4
양
★
4
배달
★
4
",2021년 10월,5.0
