,review,Total Star,Menu,Star_opt,Output
71,순살 추천합니다ㅎㅎ맛있고 깔끔합니다,★★★★★,오리지널 순살/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
72,오븐에 잘 구워졌어요 맛있습니다,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
73,맛있어요,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
74,매콤달콤 맛있어요,★★★★★,불금치킨 순살/1,"
맛
★
5
양
★
4
배달
★
5
",5.0
75,굽네 근본 오리지널 ㅎㅎ,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
0
",1.0
76,불금치킨 처음 먹어봤는데 다음에도 이걸로 먹어야겠어요 ㅋㅋㅋㅋ,★★★★★,불금치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
77,맛있게 잘 먹었습니다,★★★★★,갈비천왕/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
78,저렴하게 잘먹었습니다,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
79,저번에 시켰는데 너무 맛있어서 또 시켰습니다,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
80,맛있게 잘먹었습니다,★★★★★,"고추바사삭 순살/1,매콤치즈 케이준감자/1","
맛
★
5
양
★
5
배달
★
5
",5.0
81,볼케이노 시키려다 불금이니까 하면서 시켜봤는데 존맛탱기본은 볼케이노처럼 매운맛 소스인데 위에 노랗게 뿌려진 갈릭 소스가 마무리를 깔끔하게 잡아줌 이제 볼케이노말고 불금임식후감,★★★★★,불금치킨/1,"
맛
★
5
양
★
5
배달
★
0
",4.4
82,다른굽네 시간 기다리다 암와서 추ㅣ소하고 주문했는데빨리와서 덕분에 화가 누그러졌습니다무 다 떨어져서 전화와서 피클 대신 보내주신다고 ㅋㅋㅋㅋㅋㅋㅋㅋ미리 전화해주셔서 당황하지 않았어요 고추바사삭 굽기와 촉촉함 모두 펄펙,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",1.59
83,고추 바사삭은 처음 먹어보는데 분 받으사 부산 바삭함이 별로네요 에그 타르트는 생각보다 굉장히 맛있었습니다,★★★★★,고추바사삭＋에그타르트/1,"
맛
★
4
양
★
5
배달
★
5
",2.41
84,아주 맛있네요 굳굳,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
85,아주맛있게 잘먹었어요,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
86,배달도빠르고 맛있어요 볼케이노,★★★★★,볼케이노/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
87,맛있었어요,★★★★★,오리지널 순살/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
88,고추바사삭  너무 맛있어요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
89,맵느라고 하던데 살짝 맵고 약간 느끼한 맛이네요맛있게 잘 먹었습니다,★★★★★,불금치킨/1,"
맛
★
5
양
★
5
배달
★
5
",3.16
90,아주 맛있게 먹었어요 자주 시킬듯 싶네요 굿굿굿,★★★★★,오리지널 콤보/1(사이드메뉴 추가선택(갈릭크림 바게트볼)),"
맛
★
5
양
★
5
배달
★
5
",4.4
91,믿고먹는 굽네치킨 맛있게 잘 먹었습니다,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
0
",4.6
92,믿고먹는 고추바사삭 잘먹었숩니다,★★★★★,고추바사삭 순살/1(사이드메뉴 추가선택(모짜치즈볼)),"
맛
★
5
양
★
5
배달
★
0
",4.4
93,똑같은거 또시켜먹습니다,★★★★★,양념히어로 반반/1,"
맛
★
5
양
★
5
배달
★
0
",4.18
94,맛있습니다  고추바사삭은  인증된맛인건가폭염에  살짝  늦은  배달은  더 허기짐을  가지게  했지만이 더위에  그래도  잘배달해주셔서 감사합니다 갈비천왕치즈치밥도  너으므  맛있었습니다또 만나요,★★★★★,"고추바사삭 순살/1,갈비천왕 치즈치밥/1","
맛
★
5
양
★
5
배달
★
4
",4.41
95,너무감사합니다 맛있어요,★★★★★,"（New）오븐바사삭/1,갈비천왕 치즈치밥/1","
맛
★
5
양
★
5
배달
★
5
",5.0
96,맛있게 잘먹었습니다,★★★★★,"고추바사삭/1,치킨무/2,고블링소스/2","
맛
★
5
양
★
5
배달
★
0
",5.0
97,잘먹었습니다 신기한맛,★★★★,"고추바사삭 순살/1(사이드메뉴 추가선택(에그미니타르트),각무_피클_소스 추가선택(각무)),러블링소스/1,오매불맛소스/1","
맛
★
4
양
★
4
배달
★
4
",5.0
98,배달 빠르고 맛있었어요 ,★★★★★,（New）오븐바사삭 순살/1(사이드메뉴 추가선택(찍먹커리（치킨마크니）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
99,역시 맛나요후우단골될듯,★★★★★,양념히어로 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
100,매콤달콤 맛있게 잘 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.6
101,매콤달콤 맛있게 잘 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.6
102,굽네 고추바사삭은 최고의 치킨입니다,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
103,기름기가 좀 많은 기분 맛있지만,★★★★★,고추바사삭 순살/1,"
맛
★
4
양
★
4
배달
★
5
",4.4
104,항상 맛있어요  최애 메뉴예요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
105,너무 맛이써요 크으,★★★★★,갈릭마왕 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
106,맛있게 잘먹었습니다,★★★★★,"고추바사삭/1,각무/2","
맛
★
5
양
★
5
배달
★
0
",5.0
107,굽네 통다리 좋아요,★★★★★,오리지널 통다리/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
108,배달도 빠르고 맛있어요,★★★★★,"고추바사삭 순살/1(사이드메뉴 추가선택(갈릭크림 바게트볼 （2개）,갈비천왕 치즈치밥,매콤치즈소떡소떡))","
맛
★
5
양
★
5
배달
★
5
",4.61
109,역시 최애치킨입니당,★★★★★,"（New）오븐바사삭 순살/1,고추바사삭 순살/1,양념히어로 순살/1","
맛
★
5
양
★
5
배달
★
5
",5.0
110,치킨은 고추바사삭이지,★★★★★,고추바사삭 순살/1,"
맛
★
4
양
★
3
배달
★
4
",4.2
111,굽네는 고추바사삭이죠,★★★★★,볼케이노/1,"
맛
★
5
양
★
5
배달
★
0
",4.6
112,불금 윙으로 포장했는데 집에 와보니 그냥 불금치킨이였네요그냥 먹긴 했는데 담부턴 신경써주세요,★★,고추바사삭/1,"
맛
★
2
양
★
2
배달
★
0
",1.4
113,회사근처라 처음 주문했는데 친절하고 맛있어요,★★★★★,"양념히어로 반반/1,각무/1","
맛
★
5
양
★
5
배달
★
0
",4.81
114,친절하네요맛있어요,★★★★★,갈릭마왕 반반/1,"
맛
★
4
양
★
5
배달
★
0
",4.6
115,굽네 양념도 맛있습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.59
116,강정맛이라 어머니 입맛에서는 조금 안맞네요다음에는 그냥 시키던거 시켜야겠어요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
4
배달
★
0
",1.99
117,어머니께서 좋아하시네요,★★★★★,"각무/2,바게트볼（갈릭크림）1개/1,볼케이노 치즈치밥/1,갈비천왕 치즈치밥/1,콜라 245ml/1","
맛
★
5
양
★
4
배달
★
0
",4.82
118,굽네 피자 처음 먹어봤는데 강추여요,★★★★★,폭립/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
119,맛있고 배달도 빨라요,★★★★★,갈비천왕/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
120,배달도빠르고맛있어요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
121,포장도 깔끔하게 되어 있어 좋았어요맛있게 잘 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
122,배달 빨라서 좋아요맛있어서 좋아요양이 좀 애매해요치킨집에서 치킨을 시켜먹는게 맞나봐요다음에는 치킨메뉴 주문할게요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
4
배달
★
5
",1.98
123,맛있게 잘 먹었습니다,★★★★★,（New）오븐바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
124,예상보다 빨리와서 맛있게  먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.61
125,고추 바사삭 맛있네요추천해요소스랑 같이먹으니 맛있어요,★★★★★,（New）오븐바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.61
126,맛있게 잘먹었어요,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
127,맛있게 잘먹었습니다,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
128,쿠폰 이용해서 주문배달 했어요맛있게 잘 먹었어요,★★★★★,"고추바사삭 순살/1,오리지널 콤보/1,웨지감자,/1","
맛
★
5
양
★
5
배달
★
0
",4.61
129,순살주문이 안되서 뼈로 주문했는데 조금 마른듯 했지만 맛있어요,★★★★,갈비천왕/1(토핑 추가선택(（토핑） 쌀떡_)),"
맛
★
4
양
★
4
배달
★
0
",2.79
130,맛있습니다 또먹고싶네요,★★★★★,슈림프 시카고 피자/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
131,맛있게 잘먹었습니다,★★★★★,오리지널/1(각무_피클_소스 추가선택(피클)),"
맛
★
5
양
★
5
배달
★
0
",5.0
132,맛있고 배달이 빠르네요,★★★★,갈비천왕/1,"
맛
★
5
양
★
5
배달
★
4
",4.8
133,고추바사삭 순살은 실패할리가 없는 메뉴죠,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.22
134,맛있게 잘 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
135,아주 맛있어요 아주 좋아요,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
136,제시간에 잘 도착해서 맛있게 먹었습니다 감사해요,★★★★★,"고추바사삭 윙/1,오리지널 콤보/1,갈비천왕 윙/1","
맛
★
5
양
★
5
배달
★
5
",5.0
137,맛있게잘먹었습니다,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
138,너무너누 맛있게 잘먹었어요,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
139,맛있게 잘 먹었습니다,★★★★★,사내맞선SET （불금＋바비큐）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
140,오리지날 처음 먹어봄고추바사삭이 역시 제일 맛남,★★★★★,"시카고 피자/1(메가박스 이벤트 참여 선택(메가박스 1만원 결제권（~4／30）)),콜라 1.25L 사이즈업__/1","
맛
★
5
양
★
5
배달
★
5
",4.8
141,맛있어요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
142,깜빡잠들었었는데문자로메세지를남겨주셔서맛있게먹을수있었어요감사합니당,★★★★★,"고추바사삭/1(메가박스 이벤트 참여 선택(메가박스 1만원 결제권（~4／30）),각무_피클_소스 추가선택(각무))","
맛
★
5
양
★
5
배달
★
5
",5.0
143,맛있게잘먹었습니다,★★★★★,오리지널/1(메가박스 이벤트 참여 선택(메가박스 1만원 결제권)),"
맛
★
5
양
★
5
배달
★
0
",5.0
144,배달도 빠르고 바삭바삭한 상태로 맛있게 잘 먹었습니다배송 문자도 친절하셨어요 감사해요한입먹고 찍었어욯ㅎㅎ 먹다가 급 후기 생각나서요,★★★★★,（New）오븐바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
145,너무 바삭하고 맛있어요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
146,맛있게 잘먹었습니다,★★★★★,（New）오븐바사삭 순살/1(사이드메뉴 추가선택(갈비천왕 치즈치밥)),"
맛
★
5
양
★
5
배달
★
0
",5.0
147,광고보고 먹어보고 싶어서 시켰는데 느끼하지않고 소스찍어먹으니 맛있네요 맵지는 않네요,★★★★,（New）오븐바사삭/1,"
맛
★
4
양
★
4
배달
★
4
",3.6
148,배달 빨랐어요 감사합니다,★★★★★,（New）오븐바사삭＋찍먹커리（치킨마크니）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
149,맛있게 잘 먹었습니다,★★★★★,바비큐 시카고 피자/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
150,맛있었습니다 감사용,★★★★★,"볼케이노/1(음료 추가선택(콜라 1.25L 사이즈업,),각무_피클_소스 추가선택(마그마소스))","
맛
★
5
양
★
5
배달
★
5
",5.0
151,가족끼리 맛있게 먹었습니다,★★★★★,（New）오븐바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.42
152,굿굿 맛있습니다 굿굿,★★★★★,"（New）치즈바사삭/1(사이드메뉴 추가선택(웨지감자,))","
맛
★
5
양
★
5
배달
★
5
",4.4
153,시카고피자의 풍부한 치즈맛을 그대로는 아니지만 그래도 일반 피자보다 많이 들어가 있어서 좋았습니다도우 가장자리가 저한테는 좀 퍽퍽했음다 ㅠ그래도 전체적으로 맛있게 잘 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
4
양
★
5
배달
★
5
",2.99
154,맛있게먹었어여어엉여,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
4
배달
★
0
",5.0
155,굽네는 피자도 맛있다고 아들이 좋아하네요잘 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.61
156,고추바사삭이 땡기는 그런 날이였어요 너무 맛있네여,★★★★★,볼케이노/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
157,여윽시 치킨은 굽네 치킨이쥐여윽시 치킨은 굽네 치킨이쥐여윽시 치킨은 굽네 치킨이쥐,★★★★★,"볼케이노 통다리/1,고블링소스/1","
맛
★
5
양
★
5
배달
★
5
",1.77
158,맛잇엇습니다,★★★★★,"고추바사삭 순살/1(음료 추가선택(콜라 1.25L 사이즈업,))","
맛
★
5
양
★
5
배달
★
5
",4.81
159,바싹 익혀달라 주문하니 일전보다 나아졌습니다 식후감,★★★★★,고추바사삭/1,"
맛
★
4
양
★
5
배달
★
0
",4.42
160,굽는 스킬이 예술입니다 다른곳은 타거나 밀가루가 뭉쳐있는데 여긴 최고입니다 감사합니다,★★★★★,갈릭마왕 반반/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
161,배달이여서 그런지 그닥 바삭은 아닌듯그래도 맛있네요,★★★★★,"반반 A/1(사이드메뉴 추가선택(웨지감자,))","
맛
★
5
양
★
4
배달
★
5
",2.4
162,ㄱㄱ맛있어 요 튀김이 특이하네요,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.42
163,맛있는데 먹다보면 치킨도 카레소스도 맛이 강해서 결국 소스없이 치킨만 먹는게 젤 맛있게 되네요ㅎㅎ잘먹었습니다,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
0
",3.03
164,배달이 예정보다 빨랐어요하지만신메뉴인 오븐바사삭은 박스습기때문인지 튀김옷이 눌러있어서 촉촉한 느낌이어서 아쉬웠지만맛은있더군요,★★★★★,（New） 불금치킨/1,"
맛
★
4
양
★
5
배달
★
5
",2.21
165,신메뉴 오븐바사삭 먹었습니다고추바사삭에서 고추 빠진 맛  맛있음치킨은 진짜 맛있는데 소스가 최악러블링 개뿔 안 러블리한 맛고블링 필수로 추가해 드세요,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
0
",3.81
166,생각보다 작아요 그렇지만 맛있어서 금방 먹어요 식후감,★★★★,시카고 피자/1,"
맛
★
5
양
★
3
배달
★
0
",4.62
167,우마이우마이우마이우마이,★★★★★,볼케이노/1(각무_피클_소스 추가선택(마그마소스)),"
맛
★
5
양
★
5
배달
★
5
",1.39
