,review,Total Star,Menu,Star_opt,Output
23,맛있게 잘 먹었습니다 감사합니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
24,맛있게 잘 먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
25,맛있어서 자주 시켜먹어야겠네요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.61
26,저녁으로 잘 먹었어요 밥까지 주시니까 너무 좋아요,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
27,굳,★★★★★,뼈 양념치킨（순한맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",4.2
28,맛있어요 치밥으로 딱이에요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
29,오늘두  맛있어요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
30,비 많이오는데도 맛있게조리해서 보내주셔서 감사합니다 늘 만족스럽게 잘먹고있는 맛집이에요 번창하시길,★★★★★,뼈 양념치킨（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
31,맛있어요 잘먹었습니다 배달빨랐어요,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
32,간단하게 먹기 줗네요 잘 먹었습니다,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
4
배달
★
5
",4.6
33,맛도 좋고 배달은 번개네요 엄청 빨라서 놀람 맛있게 잘먹었네요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
34,제가 먹었던 지코바 중 제일 맛있습니다 소스도 넉넉해서 밥 비벼먹기도 좋아요  ㅜㅜ 떡도 가운데 구멍 뚫려있어서더 좋아요 행복한 저녁이었습니다 ㅠㅠ 배달도 빨라서 더 좋았어요 맛있게 잘 먹었습니당,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
35,너무 맛있어서 여기서만 먹습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
36,다른 새로운 치킨들먹느라 오랜만에 지코바를 먹었는데 당분간은 지코바만 먹어야겠네요 적당히 매콤하고 좋았어요 떡도 많이주셔서 먹어도먹어도 계속 나오더라구요 잘먹었습니다,★★★★★,"뼈 양념치킨（보통맛）/1,사이다 500ml/1","
맛
★
5
양
★
5
배달
★
5
",4.21
37,지코바 언제 먹어도 맛나요,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
38,잘 먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
39,너무 맛있었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
40,처음 시켜봤는데 배달 빠르고 맛있어요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
41,너무 맛있어서 주로 여기지점에서 시켜먹어요ㅠㅠ,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
42,너무 맛있게 잘 먹었어요,★★★★★,순살소금구이치킨/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
43,맛있게 잘 먹었습니다,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
44,맛있어요 감사합니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
45,잘먹엇습니다 감사합니다,★★★★★,"순살양념（보통맛）/1,공기밥 추가/1","
맛
★
5
양
★
5
배달
★
5
",5.0
46,믿고먹는 지코바,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.82
47,맛있어요 또 주문할게요,★★★★★,뼈 양념치킨（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
48,중간맛이 딱 좋네요,★★★★,순살양념（보통맛）/1,"
맛
★
4
양
★
4
배달
★
4
",4.6
49,오랜만에 지코바를 시켜서 밥이랑 같이 먹었는데최고너무 행복한 저녁을 먹었습니다 맛도 좋고 양도좋고 배달도 빨랐어요 감사합니다,★★★★★,"순살양념（보통맛）/1,콜라 500ml/1","
맛
★
5
양
★
5
배달
★
5
",4.8
50,밥 치킨 모두 맛있고 훌륭합니다,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
51,잘 먹었습니다 ,★★★★★,"뼈 양념치킨（보통맛）/1,햇반/2","
맛
★
5
양
★
5
배달
★
5
",5.0
52,너무잘먹엇습니다감사합니다,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
53,치밥은 지코바죠 ㅋㅋㅋ 미리 해둔 천사채샐러드랑 같이 먹으니 더 맛있네요 아 배달도 엄청 빨랐어요 감사합니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
54,언제나 마이떠요 최고,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
55,오늘도 잘먹었어요 지코바 넘 맛있어요 양념짱맵단짠 조합이 밥도둑,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
56,매운거 적당히 잘 먹는 사람 기준으로 매운맛  맛있을 정도로 매콤할 듯 매워요 맛있게 맵슘다 소스 넉넉하게 해주셔서 감사합니다치밥리뷰 이벤트 흑미밥도 양이 인 수준이에요 굿,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
57,배달 상태가 너무 별로라서 놀랬어요,★★,"순살양념（보통맛）/1,콜라 1.25L/1","
맛
★
5
양
★
5
배달
★
1
",1.61
58,비가와서  그런가  더  맛있네요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.42
59,배달 겁나 빨라요  ㅎㅎㅎㅎㅎ,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.23
60,너무 맛있게 먹었어요 급하게 먹느냐 사진을 못찍었어요ㅠㅠ,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
4
배달
★
5
",5.0
61,배달해주시는분이 넘 친절했어요 지코바는 양념에 밥비벼 먹음 꿀맛이죠 양도 넉넉했어요 떡사리 추가했는데 조금 딱딱했던거 같아요,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
4
양
★
5
배달
★
5
",5.0
62,다른지점보다 맛이 있네요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
63,맛있게 잘먹었습니다,★★★★★,뼈 양념치킨（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
64,항상 맛있게 먹고있습니다,★★★★★,"순살양념（보통맛）/1,배달 생맥주 1000cc/1","
맛
★
5
양
★
5
배달
★
5
",4.8
65,진짜 너무맛있다 ㅠ 근데 떡 양이 리뷰이벤트랑 돈 내고 추가하는거랑 다른가요 리뷰이벤트라 그런지 떡양이 적더라고요 다음에는 추가해야될듯,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",1.0
66,오늘도 치밥 한그릇 뚝딱했네요역시 치밥은 지코바,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",3.23
67,담백하고 맛있어요근데 리뷰이벤트 신청했는데안주셨네요,★★★★★,순살소금구이치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2.36
68,모든면에서 만족합니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
0
",4.79
69,맛있게 잘 먹었습니다,★★★★★,순살소금구이치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
70,지코바는 역시 매운맛이 제일 맛있는거 같습니다,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",3.27
71,오랜만에 가족들과 맛있게 먹었습니다 ,★★★★★,"순살양념（보통맛）/1,콜라 1.25L/1","
맛
★
5
양
★
4
배달
★
5
",4.6
72,여기 지점이 제일 잘 나와요,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
73,오늘은  배달로  여기서만 먹는 맛집,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",3.04
74,맛있게 잘 먹겠습니다 감사합니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
75,음지코바도  구로점 가까워서 시켜먹다가독산 시킨건데 구로점이 구데기였던듯여기가 짱 맛나네요 굳굳,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
76,튀김가루 없어서 먹기에 부담도 없고 맛도 정말 좋습니다배송은 엄청 빠릅니다 분 걸린다고 나왔는데 분만에 옴 당황스러울정도로 빨라요 ,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",2.59
77,오늘도 또 먹고 말았어요세상에 고기랑 떡이랑 밥이랑 다 맛있어용ㅠㅠ양념 진짜 무슨 일인가요흑미밥 리뷰서비스를 받을 수 밖에 없어용ㅠ오늘도 맛있게 먹고 갑니다식후감,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
78,와서비스로  콜라  리터로  받았어요매운건  하나도  않  맵구  치킨옷이  없어  깔끔한맛치밥으로  먹기  딱  좋은거  같구요맛있게  잘  먹었습니다감사합니다,★★★★★,뼈 양념치킨（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",3.99
79,망나요 배달도빠름식후감,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",1.22
80,아주 맛있었습니다,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
81,맛있어여 다음에 또 시켜 먹을게요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.62
82,양도 많아서 맛있고 배달도 빨라서 최고에요,★★★★★,"순살양념（보통맛）/1,햇반/1","
맛
★
5
양
★
5
배달
★
5
",5.0
83,독산점의 촉촉한 지코바 최고입니다 집 거의 다와가는 길에 시켜서 여유있게 기다려야겠네 했더니 배달도 금방 와서 아주그냥 끄암짝 놀랐어요 진짜 독산점지코바만 먹을거예뇨,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
84,잘먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
85,매콤하게 감칠맛나는 밥도둑,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.62
86,역시 지코바 맛있었습니다,★★★★★,순살소금구이치킨/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
87,전에 시켜먹었을땐 엄청 맛있었는데 오늘은 잡내도 심하고 껍질도 너무 많고 주방이 바뀐 거 같네요 ㅠㅠ 레시피가 있을텐데 같은 곳이라고는 도저히 믿어지지가 않습니다 나만 느낀게 아니고 같이 먹었던 사람도 똑같이 느꼈어요 문제 있네요,★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
1
양
★
5
배달
★
5
",1.4
88,잘먹었습니다 번창하세요,★★★★★,"순살양념（보통맛）/1,공기밥 추가/1","
맛
★
5
양
★
5
배달
★
5
",5.0
89,맛있어요 떡이좀더 부드러움좋겠지만 그래도만족,★★★★★,"윙 양념구이（보통맛）/1(추가메뉴(떡사리)),공기밥 추가/1","
맛
★
5
양
★
5
배달
★
5
",4.8
90,지코바는 무조건 순살 배달도 빨리오고 넘 맛있었어요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
91,맛있게 잘 먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
92,맛있게 잘 먹었어요,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
93,지코바는 실망시키지 않습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.2
94,잘 먹었습니다,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
95,와 첨 먹어보는데 진짜 맛나네요 담엔 매콤한 맛 먹어봐야 겠어요,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
96,정말 맛있게 먹었습니다 양도 많고 배송도 빨라요,★★★★★,뼈 소금구이치킨/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
97,전에 중간맛이 약해서 이번엔 매운맛 주문해봤는데 중간맛이 진리네요,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",2.21
98,지코바는 진짜 치밥에 최고 인것 같아요입맛 없을때 진짜 최고가까워서 포장해서 잘먹었습니다,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
99,역시 최고의 치킨,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.61
100,존 맛 탱 구 리 요,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
101,늘 변함없이 맛나용,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
102,맛있어요,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
103,어어엄청 맛있었러료,★★★★★,"순살양념（보통맛）/1,콜라 500ml/1","
맛
★
5
양
★
5
배달
★
5
",5.0
104,역시 밥과 어울리는 지코바,★★★★★,"순살양념（보통맛）/1,공기밥 추가/1","
맛
★
5
양
★
5
배달
★
5
",3.96
105,맛잇게 잘먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
106,최고입니다 다음에 또 시킬께요,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
107,역시 치밥은 지코바 ,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.01
108,맛있어요 배달도 빨라 좋아요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
109,맛도양도 조리시간포장도 다 좋아요 강추해요,★★★★,뼈 양념치킨（보통맛）/1,"
맛
★
4
양
★
4
배달
★
0
",5.0
110,배달원이 도착해놓고 연락을 안줘서 도착한줄도 몰랐어요 택배 도착문자받고 나갔다가 앞에 지코바 놓여있는거보고 짜증이 확 나더라고요 한끼도 안먹은 상태여서 배고팠거든요 근데 막상 치킨먹으니까 너무 맛있어서 기분이 풀림 ㅠ 배달원땜에 열받긴했지만 대행쓰신다면 가게에서 할 수 있는게 없겠지 싶기도하고 여튼 맛있게 잘 먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
3
",1.2
111,전보다 조금 질긴 부분도 있었네요맛도 있고 양도 좋고 배달 진짜빠르고 잘먹었네요,★★★★★,순살양념（보통맛）/1,"
맛
★
4
양
★
5
배달
★
5
",4.6
112,예전에는 맛있어서 종종 시켜먹었는데 맛도 변하고 제가 조금 민감한 편이기는 한데 살짝 비릿맛이 나네요,★★,"순살양념（보통맛）/1,음료 대 변경/1","
맛
★
1
양
★
4
배달
★
0
",2.21
113,맛있게 잘먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
114,처음 먹어보는데 넘 맛있어요,★★★★★,뼈 양념치킨（매운맛）/1,"
맛
★
5
양
★
5
배달
★
0
",4.2
115,역시 지코바 입니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",3.94
116,배달도빠르고맛있어요,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
117,맛있었어요,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
118,맛있어요또 시켜 먹을께요,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
0
",5.0
119,역시 지코바 맛있네요,★★★★★,"순살양념（보통맛）/1,햇반/1","
맛
★
5
양
★
5
배달
★
0
",4.8
120,지코바는 늘 믿고 먹습니다 배달도 빠르고 떡사리 추가도 너무 많구 맛있어요  다음에 또 시킬게요,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
121,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,★★★★★,"순살양념（순한맛）/1,공기밥 추가/1,음료 대 변경/1","
맛
★
5
양
★
4
배달
★
4
",4.8
122,치밥은 역시 지코바,★★★★★,"순살양념（보통맛）/1,햇반/1","
맛
★
5
양
★
5
배달
★
5
",4.6
123,이날 너무 급하게 먹느랴 사진을 못찍어내요ㅠㅠ진짜 맛있고 계속 생각나는맛이에요,★★★★★,뼈 양념치킨（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",3.01
124,항상맛있어요 조아요리뷰이벤트로 흑미밥 너무 잘어울려요,★★★★★,순살양념（순한맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
125,너무 맛있게 먹었어요 이지점에만 주문해야겠어요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
4
배달
★
5
",5.0
126,처음 시켜보는데 맛있어요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
127,맛있게 잘 먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
128,정말 맛있게 잘 먹었습니다,★★★★★,뼈 양념치킨（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
129,배달도 분이상 빨리 음식이 따뜻하게 배달되서 좋았어요떡사리도 서비스로 주시고 배고팠는데 정말 맛나게 먹었어요 감사합니다강츄 에용,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
130,치밥 생각날땐 지코바가 최고인거 같아요 오늘도 넘 맛있게 잘먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
131,너무 맛있어요 진짜 배뷰름ㅋ,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
132,이건 먹어봐야 합니다오랜만에 밥이랑 같이 먹으니 핵 꿀맛그맛에 또 시킵니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
133,간만에 땡겨서 주문했는데 역시 맛있습니다 잘먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
134,잘 받았습니다,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
135,항상 맛있습니다 주기적으로 먹어줘야 하는 맛이에요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
0
",4.62
136,배달도 빠르고 맛도 있어용,★★★★★,뼈 양념치킨（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.41
137,배달이 매번 빨라서 좋아요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
138,역시 지코바입니다 서비스 즉석밥도 감사합니다,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
139,맛 넘 좋아요짱이예요양도 적당하고요사장님맛있게 잘 먹었어요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
140,맛있어요 개꿀밥반찬,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
141,맛있게먹었스버다 ,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
142,맛있게 잘 먹었습니다,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
143,서비스 좋고 맛도좋아요사장님도 친절하셔요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
144,맛은 있는데 쫌 싱겁네요 수고하세요,★★★★,뼈 양념치킨（보통맛）/1,"
맛
★
4
양
★
5
배달
★
5
",3.94
145,지코바 첨 먹었는데 은근 중독되네요잘먹었습니다,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",3.41
146,배달 빠르고 맛있어요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.41
147,정말 맛있게 잘먹었습니다,★★★★★,순살양념（보통맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
148,항상 맛있게 잘먹고 있습니다 오늘도 밥도둑 지코바와 함께,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
149,밥이랑 먹으니까 진짜 맛있네요 ,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
150,어쩔존맛탱탱볼드래곤볼짱맛,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
151,배송도 빠르고 맛도 좋았어요순살인데 양도 많아서 나중에 치밥으로 먹으려구요 감사합니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
152,맛도 양도 굿입니다그리고 지코바 시킬때는 항상 밥과함께 최고입니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
153,양 정말 많고 다 못먹어서 내일 밥 비벼 먹어야겠네요 배달도 빠릅니다 맛있구요 감사합니다,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.0
154,맛있게 잘 먹었습니다,★★★★★,뼈 양념치킨（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
155,보통맛으로 잘먹었고 다음에는 매운맛으로 먹어봐야겠어요 역치 치밥으로 최고,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.22
156,맛있게 잘먹었습니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
157,시킨지 분만에 배달와서 깜짝놀랐습니다 ㅋㅋ 맛있게 잘먹었습니다 감사합니다,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
158,존맛이에요 잘먹었습니다 ,★★★★★,뼈 양념치킨（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
159,맛있습니다 정말맛있어요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
160,맛있게 잘먹었습니당,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
161,최고예요 진짜 지코바최고,★★★★★,"순살양념（매운맛）/1,공기밥 추가/1","
맛
★
5
양
★
5
배달
★
5
",5.0
162,양도 많고 배달도 빨랐습니다,★★★★★,순살양념（매운맛）/1(추가메뉴(떡사리)),"
맛
★
5
양
★
5
배달
★
5
",4.61
163,늘 이 지점에서만 시켜요,★★★★★,뼈 양념치킨（보통맛）/1,"
맛
★
5
양
★
5
배달
★
1
",4.21
164,매콤달콤 완전 맛있어요,★★★★★,순살양념（순한맛）/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
165,친구 추천을 받아서 주문했어요 밋있어요,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
166,믿고 먹는 지코바 ㅎㅎ 잘 먹었습니다 ,★★★★★,순살양념（보통맛）/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
167,주문할 때 계산을 미리 했었는데배달 왔을때 계산 해야 한다고 하셔서 놀랐네요밥이랑 같이 먹으면 더 맛있는 치킨맛있게 먹었습니다,★★★★★,순살양념（매운맛）/1,"
맛
★
5
양
★
5
배달
★
5
",3.21
